source_name,source_party,source_state,target_name,target_party,target_state,distance
Brice Wiggins,Republican,ms,Chris Kannady,Republican,ok,0.061526962699066975
Brice Wiggins,Republican,ms,C. Ed Massey,Republican,ky,0.06252516625995211
Janeen Sollman,Democratic,or,Wlnsvey Campos,Democratic,or,0.12271865819382902
Janeen Sollman,Democratic,or,Connie Bernardy,Democratic,mn,0.12728856588180537
Janeen Sollman,Democratic,or,Carol Ammons,Democratic,il,0.12853759935745857
Janeen Sollman,Democratic,or,Melissa Wintrow,Democratic,id,0.13401293532822303
Robert Dickey,Republican,ga,Kelli Stargel,Republican,fl,0.0
Robert Dickey,Republican,ga,Debra Bazemore,Democratic,ga,0.0
Robert Dickey,Republican,ga,Jan Jones,Republican,ga,0.0
Robert Dickey,Republican,ga,Dane Eagle,Republican,FL,0.0
Anne Thayer,Republican,sc,Bobby Cox,Republican,sc,0.0005353400282035973
Anne Thayer,Republican,sc,Mark Hart,Republican,ky,0.052667156737074575
Anne Thayer,Republican,sc,Robby Mills,Republican,ky,0.054198845163340365
Anne Thayer,Republican,sc,Adam Morgan,Republican,sc,0.05607949729330329
Derek Grier,Republican,mo,Randy Pietzman,Republican,mo,0.0009123869261502501
Derek Grier,Republican,mo,Elijah Haahr,Republican,MO,0.007509515775257526
Derek Grier,Republican,mo,Phil Christofanelli,Republican,mo,0.01803733704262123
Derek Grier,Republican,mo,Jim Wheeler,Republican,nv,0.019699396741802697
Jason Elliott,Republican,sc,Mike Osburn,Republican,ok,0.024323381535531114
Jason Elliott,Republican,sc,Max Wise,Republican,ky,0.06023135618153185
Jason Elliott,Republican,sc,Wes Climer,Republican,sc,0.0656603501156383
Jason Elliott,Republican,sc,Price Wallace,Republican,ms,0.07667837964252901
Ted Philips,Democratic,ma,Steve McCarter,Democratic,PA,0.00607449434581877
Ted Philips,Democratic,ma,Danielle Gregoire,Democratic,ma,0.05678735448143574
Ted Philips,Democratic,ma,John J. Mahoney,Democratic,ma,0.06581949098163764
Ted Philips,Democratic,ma,Ronald Napoli,Democratic,ct,0.09690726432457349
Art Staed,Democratic,ia,Heather Matson,Democratic,IA,0.03866323343504877
Art Staed,Democratic,ia,Amy Nielsen,Democratic,ia,0.0560730485079863
Art Staed,Democratic,ia,Chris Hall,Democratic,ia,0.06588162523798008
Art Staed,Democratic,ia,Liz Bennett,Democratic,ia,0.0839564622402748
Bob Trammell,Democratic,GA,Valerie Foushee,Democratic,nc,0.01683083742529553
Bob Trammell,Democratic,GA,Fentrice Driskell,Democratic,fl,0.017779064015424086
Bob Trammell,Democratic,GA,Elena Parent,Democratic,ga,0.028787485928521185
Bob Trammell,Democratic,GA,Darren Jackson,Democratic,NC,0.05010261089222504
Josh Harkins,Republican,ms,Rex Reynolds,Republican,al,0.0
Josh Harkins,Republican,ms,Debbie Wood,Republican,al,0.0
Josh Harkins,Republican,ms,Lee Yancey,Republican,ms,0.0
Josh Harkins,Republican,ms,John Talley,Republican,ok,0.0
Daryl Porter Jr.,Democratic,ms,Russell Ott,Democratic,sc,0.016193895149478
Daryl Porter Jr.,Democratic,ms,Vincent A. Sheheen,Democratic,SC,0.02982253200376664
Daryl Porter Jr.,Democratic,ms,Jason Dunnington,Democratic,OK,0.04621113189271065
Daryl Porter Jr.,Democratic,ms,David Yates,Democratic,ky,0.050200159042842724
Mike Cierpiot,Republican,mo,Brian Newberry,Republican,ri,0.13646120354878818
Patrick Windhorst,Republican,il,Noah L. Sanford,Republican,MS,0.09141345517668202
Patrick Windhorst,Republican,il,Blake Doriot,Republican,in,0.10095018170635679
Patrick Windhorst,Republican,il,Michael Howe,Republican,nd,0.12023017540394558
Patrick Windhorst,Republican,il,Thomas Beadle,Republican,ND,0.13559327311639183
Regina Cobb,Republican,az,Kelly Fajardo,Republican,nm,0.08668297140207096
Regina Cobb,Republican,az,Scott Jensen,Republican,MN,0.08803104466255825
Regina Cobb,Republican,az,Jeremy Munson,Republican,mn,0.14513782545631063
Richard Andrade,Democratic,az,Christine Marsh,Democratic,az,0.06285426441105944
Richard Andrade,Democratic,az,Roger Montoya,Democratic,nm,0.06845530183163931
Richard Andrade,Democratic,az,Pamela Powers Hannley,Democratic,az,0.0711549009811045
Richard Andrade,Democratic,az,Isela Blanc,Democratic,AZ,0.08059947786304006
Jani Iwamoto,Democratic,ut,Karen Mayne,Democratic,ut,0.14479960250490004
Sherry Roberts,Republican,ri,Wendy Rogers,Republican,az,0.03599971080133552
Sherry Roberts,Republican,ri,Sonny Borrelli,Republican,az,0.03844351163596942
Sherry Roberts,Republican,ri,Dennis Powers,Republican,tn,0.04001828049174838
Sherry Roberts,Republican,ri,Richard Littlefield,Republican,nh,0.04281774317068639
Oscar Braynon,Democratic,FL,Paul A. Lowe Jr.,Democratic,nc,9.049143327552491e-05
Oscar Braynon,Democratic,FL,Kristen Arrington,Democratic,fl,0.014310190793119919
Oscar Braynon,Democratic,FL,Gloria S. Butler,Democratic,ga,0.025230893851360785
Oscar Braynon,Democratic,FL,Roger Bruce,Democratic,ga,0.028618886797064282
Ronald Napoli,Democratic,ct,John J. Mahoney,Democratic,ma,0.035806323541751145
Ronald Napoli,Democratic,ct,Adam Satchell,Democratic,RI,0.05025057886892997
Ronald Napoli,Democratic,ct,Donna Nesselbush,Democratic,RI,0.07707772211327263
Ronald Napoli,Democratic,ct,Steve McCarter,Democratic,PA,0.09099298255120214
Nick Collins,Democratic,ma,Edward F. Coppinger,Democratic,ma,0.0
Nick Collins,Democratic,ma,Brian Ashe,Democratic,ma,0.0
Nick Collins,Democratic,ma,Elizabeth Malia,Democratic,ma,0.0
Nick Collins,Democratic,ma,Daniel J. Hunt,Democratic,ma,0.0
Nick Collins,Democratic,ma,Peter Capano,Democratic,ma,0.0
Dylan Roberts,Democratic,co,Angela Williams,Democratic,CO,0.14543527446424043
Dylan Roberts,Democratic,co,Joann Ginal,Democratic,co,0.14820226252585525
Brian Ashe,Democratic,ma,Patty Kim,Democratic,pa,0.0
Brian Ashe,Democratic,ma,Brendan Crighton,Democratic,ma,0.0
Brian Ashe,Democratic,ma,Elizabeth Malia,Democratic,ma,0.0
Brian Ashe,Democratic,ma,Nick Collins,Democratic,ma,0.0
Brian Ashe,Democratic,ma,Peter Capano,Democratic,ma,0.0
Jonathon Acosta,Democratic,ri,Meghan Kallman,Democratic,ri,0.13928111880914462
Kathleen Riebe,Democratic,ut,Joel Briscoe,Democratic,ut,0.13960404966597567
David Muradian,Republican,ma,Lenny Mirra,Republican,ma,0.10345684456928265
David Muradian,Republican,ma,William Crocker,Republican,MA,0.10496918897043277
David Muradian,Republican,ma,Ryan Aument,Republican,pa,0.1274496061519607
David Muradian,Republican,ma,Ryan Fattman,Republican,ma,0.13324297927961426
Greg Treat,Republican,ok,Patrick Flannery,Republican,ky,0.04977700809312473
Greg Treat,Republican,ok,Thomas McElveen,Democratic,sc,0.05012300808874333
Greg Treat,Republican,ok,Sam Creekmore IV,Republican,ms,0.05068439301790195
Greg Treat,Republican,ok,Avery Frix,Republican,ok,0.05074292190695222
Edward F. Coppinger,Democratic,ma,Patty Kim,Democratic,pa,0.0
Edward F. Coppinger,Democratic,ma,Brendan Crighton,Democratic,ma,0.0
Edward F. Coppinger,Democratic,ma,Elizabeth Malia,Democratic,ma,0.0
Edward F. Coppinger,Democratic,ma,Nick Collins,Democratic,ma,0.0
Edward F. Coppinger,Democratic,ma,Peter Capano,Democratic,ma,0.0
Jason Probst,Democratic,ks,Stephanie Clayton,Democratic,ks,0.09004519815222532
Jason Probst,Democratic,ks,Elizabeth Bishop,Democratic,ks,0.09788213408408807
Jason Probst,Democratic,ks,Brandon Woodard,Democratic,ks,0.13672630238729547
Randall Friese,Democratic,az,Anthony Rodriguez,Republican,fl,0.0
Randall Friese,Democratic,az,Geraldine Valentino-Smith,Democratic,md,0.0
Randall Friese,Democratic,az,James Morefield,Republican,va,0.0
Randall Friese,Democratic,az,Angie Hatton,Democratic,ky,0.0
Randall Friese,Democratic,az,Neil Breslin,Democratic,ny,0.0
Mia Gregerson,Democratic,wa,June Robinson,Democratic,wa,0.063308967972108
Mia Gregerson,Democratic,wa,Tana Senn,Democratic,wa,0.07410723506774053
Mia Gregerson,Democratic,wa,David Nelson,Democratic,id,0.08924994468339009
Mia Gregerson,Democratic,wa,Jeremy McPike,Democratic,va,0.11943434615807465
Curtis Trent,Republican,mo,Dave Schatz,Republican,mo,0.005203060665324957
Curtis Trent,Republican,mo,Jill Dickman,Republican,nv,0.014353779171248335
Curtis Trent,Republican,mo,Bill Eigel,Republican,mo,0.022690034350343474
Curtis Trent,Republican,mo,John Wiemann,Republican,mo,0.04134214512643676
Suzanne Salisbury,Democratic,me,Saud Anwar,Democratic,ct,0.09929361995909418
Crystal Quade,Democratic,mo,Patricia Spearman,Democratic,nv,0.03061314343640962
Crystal Quade,Democratic,mo,Ashley Aune,Democratic,mo,0.03685427902377598
Crystal Quade,Democratic,mo,Tracy McCreery,Democratic,mo,0.04275391492342696
Crystal Quade,Democratic,mo,Martha Stevens,Democratic,mo,0.04563896923970428
Rosita Youngblood,Democratic,PA,Richard Codey,Democratic,nj,0.09070800761747227
Rosita Youngblood,Democratic,PA,Matthew Bradford,Democratic,pa,0.12142819963534629
Rosita Youngblood,Democratic,PA,William C. Kortz,Democratic,PA,0.12856343961800729
Rosita Youngblood,Democratic,PA,Gabriela Mosquera,Democratic,nj,0.13764816127319016
Jessica Fay,Democratic,me,Anthony Rodriguez,Republican,fl,0.0
Jessica Fay,Democratic,me,Geraldine Valentino-Smith,Democratic,md,0.0
Jessica Fay,Democratic,me,James Morefield,Republican,va,0.0
Jessica Fay,Democratic,me,Angie Hatton,Democratic,ky,0.0
Jessica Fay,Democratic,me,Neil Breslin,Democratic,ny,0.0
Carol McEntee,Democratic,ri,Maryellen Goodwin,Democratic,ri,0.0831088779044685
Carol McEntee,Democratic,ri,Jennifer Longdon,Democratic,az,0.09400989762620078
Carol McEntee,Democratic,ri,June Speakman,Democratic,ri,0.10276360003994671
Carol McEntee,Democratic,ri,Joy Garratt,Democratic,nm,0.10319889246534157
Kumar P. Barve,Democratic,md,Jessica Bateman,Democratic,wa,0.028128280691962194
Kumar P. Barve,Democratic,md,Alfred C. Carr Jr.,Democratic,md,0.029852226208337038
Kumar P. Barve,Democratic,md,Cory V. McCray,Democratic,md,0.030253689451515835
Kumar P. Barve,Democratic,md,Maggie McIntosh,Democratic,md,0.03202994331620447
Larry Stutts,Republican,al,Shane Aguirre,Republican,ms,0.10106729824920396
Larry Stutts,Republican,al,Sonia Eubanks Barker,Republican,ar,0.10555148725923047
Larry Stutts,Republican,al,Scott Fetgatter,Republican,ok,0.1158673043332182
Larry Stutts,Republican,al,Jeff Hale,Republican,ms,0.12114270449645323
Gary Gates,Republican,tx,Larry Taylor,Republican,tx,0.0
Gary Gates,Republican,tx,Jacey Jetton,Republican,tx,0.0
Gary Gates,Republican,tx,Cole Hefner,Republican,tx,0.0
Gary Gates,Republican,tx,Paul Bettencourt,Republican,tx,9.422705951170504e-05
Carey Hamilton,Democratic,in,Dawn Euer,Democratic,ri,0.07777484969461056
Carey Hamilton,Democratic,in,David J. Leland,Democratic,OH,0.07952718261663204
Carey Hamilton,Democratic,in,Laura Sturgeon,Democratic,de,0.08050454299820717
Carey Hamilton,Democratic,in,Kari Dziedzic,Democratic,mn,0.08167513373601032
Gloria Johnson,Democratic,tn,Raymond Dehn,Democratic,MN,0.10893161302262028
Gloria Johnson,Democratic,tn,Gayle Goldin,Democratic,ri,0.1135693148999536
Gloria Johnson,Democratic,tn,Raquel Teran,Democratic,az,0.11536495015498853
Gloria Johnson,Democratic,tn,Chris Eaton,Democratic,mn,0.11665758524008624
Thomas Caltagirone,Democratic,PA,Pat Boyd,Democratic,ct,0.024993684396049175
Thomas Caltagirone,Democratic,PA,Dan Miller,Democratic,pa,0.031155701187942798
Thomas Caltagirone,Democratic,PA,Malcolm Kenyatta,Democratic,pa,0.03656720960312425
Thomas Caltagirone,Democratic,PA,Maria Donatucci,Democratic,PA,0.04548556794037554
Lawrence K. Grooms,Republican,sc,Chip Brown,Republican,al,0.04258585812073182
Lawrence K. Grooms,Republican,sc,Stephanie Bice,Republican,OK,0.14933829336408028
Lawrence K. Grooms,Republican,sc,Gary Hicks,Republican,tn,0.14972398669645334
Kristey Williams,Republican,ks,Anthony Rodriguez,Republican,fl,0.0
Kristey Williams,Republican,ks,Geraldine Valentino-Smith,Democratic,md,0.0
Kristey Williams,Republican,ks,James Morefield,Republican,va,0.0
Kristey Williams,Republican,ks,Angie Hatton,Democratic,ky,0.0
Kristey Williams,Republican,ks,Neil Breslin,Democratic,ny,0.0
Rosanna Gabaldon,Democratic,az,Anthony Rodriguez,Republican,fl,0.0
Rosanna Gabaldon,Democratic,az,Geraldine Valentino-Smith,Democratic,md,0.0
Rosanna Gabaldon,Democratic,az,James Morefield,Republican,va,0.0
Rosanna Gabaldon,Democratic,az,Angie Hatton,Democratic,ky,0.0
Rosanna Gabaldon,Democratic,az,Neil Breslin,Democratic,ny,0.0
Chloe Maxmin,Democratic,me,Anthony Rodriguez,Republican,fl,0.0
Chloe Maxmin,Democratic,me,Geraldine Valentino-Smith,Democratic,md,0.0
Chloe Maxmin,Democratic,me,James Morefield,Republican,va,0.0
Chloe Maxmin,Democratic,me,Angie Hatton,Democratic,ky,0.0
Chloe Maxmin,Democratic,me,Neil Breslin,Democratic,ny,0.0
Jean Breaux,Democratic,in,Rosemary Lesser,Democratic,ut,0.11710542319287383
Jean Breaux,Democratic,in,Jennifer Pomnichowski,Democratic,mt,0.12315237128428656
Jean Breaux,Democratic,in,Margaret MacDonald,Democratic,MT,0.1275675515632813
Jean Breaux,Democratic,in,Karlee Provenza,Democratic,wy,0.13136362592258766
Dan Woog,Republican,co,Gary Stubblefield,Republican,ar,0.12224024642853766
Dan Woog,Republican,co,David Ray,Republican,ar,0.13222967824106466
Dan Woog,Republican,co,Justin Gonzales,Republican,ar,0.13232540375629767
Dan Woog,Republican,co,Mark Baisley,Republican,co,0.13519778625415035
David DeCoste,Republican,ma,Ed Neilson,Democratic,pa,0.0006191647182632528
David DeCoste,Republican,ma,Jason Dawkins,Democratic,pa,0.06154296571152826
David DeCoste,Republican,ma,Patrick O'Connor,Republican,ma,0.0639504607288542
David DeCoste,Republican,ma,Christine Tartaglione,Democratic,pa,0.08370050306219373
Joseph Boncore,Democratic,ma,Kenny Yuko,Democratic,oh,0.01554912394147688
Joseph Boncore,Democratic,ma,David Linsky,Democratic,ma,0.01636483821198636
Joseph Boncore,Democratic,ma,Judy Schwank,Democratic,pa,0.02597774494092768
Joseph Boncore,Democratic,ma,Cynthia Stone Creem,Democratic,ma,0.026130315703395093
Carl Anderson,Democratic,sc,Brian Turner,Democratic,nc,0.14506811524831162
Mary Bentley,Republican,ar,Jim Sorvillo,Republican,AR,0.003940077642768184
Mary Bentley,Republican,ar,Bob Ballinger,Republican,ar,0.009824331716684287
Mary Bentley,Republican,ar,Karilyn Brown,Republican,ar,0.04181668398897373
Mary Bentley,Republican,ar,Lori Saine,Republican,CO,0.08397516814543954
Denise Epstein,Democratic,az,Athena Salman,Democratic,az,0.02526508401729807
Denise Epstein,Democratic,az,Mimi Stewart,Democratic,nm,0.04865761948795762
Denise Epstein,Democratic,az,Andres Cano,Democratic,az,0.04909668810110257
Denise Epstein,Democratic,az,Raquel Teran,Democratic,az,0.0503797559480482
Cecil Thomas,Democratic,oh,Alan Silvia,Democratic,ma,0.07816232007107589
Cecil Thomas,Democratic,oh,Ann-Margaret Ferrante,Democratic,ma,0.08343940124727194
Cecil Thomas,Democratic,oh,RoseLee Vincent,Democratic,MA,0.08419044732176009
Cecil Thomas,Democratic,oh,Ronald Mariano,Democratic,ma,0.08432667460254419
Michael Padilla,Democratic,nm,David Bentz,Democratic,de,0.12389935522310733
Mark Vancuren,Republican,ok,Elizabeth Rowray,Republican,in,0.11760671129569272
Mark Vancuren,Republican,ok,Jason Smalley,Republican,OK,0.1403202457902432
Mark Vancuren,Republican,ok,Brent Powell,Republican,ms,0.14234618233370433
Mark Vancuren,Republican,ok,Jason Elliott,Republican,sc,0.14735074016241345
David Gowan,Republican,az,Tyler Lindholm,Republican,WY,0.11957229551500602
Lynn Copeland,Democratic,me,Anthony Rodriguez,Republican,fl,0.0
Lynn Copeland,Democratic,me,Geraldine Valentino-Smith,Democratic,md,0.0
Lynn Copeland,Democratic,me,James Morefield,Republican,va,0.0
Lynn Copeland,Democratic,me,Angie Hatton,Democratic,ky,0.0
Lynn Copeland,Democratic,me,Neil Breslin,Democratic,ny,0.0
Dave Rogers,Democratic,ma,Jon Santiago,Democratic,ma,0.02736741612987404
Dave Rogers,Democratic,ma,Cristin McCarthy Vahey,Democratic,ct,0.04612113621939349
Dave Rogers,Democratic,ma,Adam Gomez,Democratic,ma,0.12385589221244943
Dave Rogers,Democratic,ma,Tommy Vitolo,Democratic,ma,0.12633310760992708
Andrew McDaniel,Republican,mo,Sonya Anderson,Republican,MO,0.0012622514218917798
Andrew McDaniel,Republican,mo,Donald Rone,Democratic,mo,0.009897392120608096
Andrew McDaniel,Republican,mo,Andrew Koenig,Republican,mo,0.07187915492501837
Andrew McDaniel,Republican,mo,Chrissy Sommer,Republican,MO,0.10533354434571465
David J. Leland,Democratic,OH,Gary Winfield,Democratic,ct,0.016608461308235446
David J. Leland,Democratic,OH,Laura Sturgeon,Democratic,de,0.02895820313789789
David J. Leland,Democratic,OH,Mary Kunesh-Podein,Democratic,mn,0.04519934741415093
David J. Leland,Democratic,OH,Dawn Euer,Democratic,ri,0.049671402288189004
Deborah Armstrong,Democratic,nm,Anthony Rodriguez,Republican,fl,0.0
Deborah Armstrong,Democratic,nm,Geraldine Valentino-Smith,Democratic,md,0.0
Deborah Armstrong,Democratic,nm,James Morefield,Republican,va,0.0
Deborah Armstrong,Democratic,nm,Angie Hatton,Democratic,ky,0.0
Deborah Armstrong,Democratic,nm,Neil Breslin,Democratic,ny,0.0
Christine Tartaglione,Democratic,pa,Patrick O'Connor,Republican,ma,0.019750042333342037
Christine Tartaglione,Democratic,pa,Tackey Chan,Democratic,ma,0.022282884512312272
Christine Tartaglione,Democratic,pa,John Sabatina,Democratic,pa,0.04753800795161886
Christine Tartaglione,Democratic,pa,Eric Berthel,Republican,ct,0.05283817434251883
Jamie Becker-Finn,Democratic,mn,John Hoffman,Democratic,mn,0.009512445737756128
Jamie Becker-Finn,Democratic,mn,Leon Lillie,Democratic,mn,0.04202792607395459
Jamie Becker-Finn,Democratic,mn,Attica Scott,Democratic,ky,0.04467775301333813
Jamie Becker-Finn,Democratic,mn,Jeff Hayden,Democratic,MN,0.06199306370734493
Leslie Love,Democratic,MI,Sherry Gay-Dagnogo,Democratic,MI,0.054239674946363815
Avery Frix,Republican,ok,John A. Polk,Republican,ms,0.01840705036387772
Avery Frix,Republican,ok,Ryan Martinez,Republican,ok,0.018734237654149333
Avery Frix,Republican,ok,Jared Carpenter,Republican,ky,0.018734237654173036
Avery Frix,Republican,ok,Jamie Kiel,Republican,al,0.018734237654178962
Jehan Gordon-Booth,Democratic,il,Michael Schlossberg,Democratic,pa,0.11847887559097292
Richard Carrillo,Democratic,NV,Julia Ratti,Democratic,nv,0.0226337210941285
Richard Carrillo,Democratic,NV,Steven Roberts,Democratic,mo,0.13292406328283873
Richard Carrillo,Democratic,NV,Shea Backus,Democratic,NV,0.13522466336573438
Richard Carrillo,Democratic,NV,Rochelle Nguyen,Democratic,nv,0.14327106648779364
Kristina Roegner,Republican,oh,Cynthia Roe,Republican,ok,0.12431901597689501
Kristina Roegner,Republican,oh,David Standridge,Republican,al,0.1274053945763862
Kristina Roegner,Republican,oh,Will Barfoot,Republican,al,0.13289814571665415
Christopher Benjamin,Democratic,fl,Bobby Powell,Democratic,fl,0.05600929468171211
Christopher Benjamin,Democratic,fl,Evan Jenne,Democratic,fl,0.1354444919090048
Christopher Benjamin,Democratic,fl,Randolph Bracy,Democratic,fl,0.13581444856099095
Christopher Benjamin,Democratic,fl,Robert T. Reives II,Democratic,nc,0.1389115275330141
Jim Sorvillo,Republican,AR,Mary Bentley,Republican,ar,0.003940077642768184
Jim Sorvillo,Republican,AR,Bob Ballinger,Republican,ar,0.00588517545581186
Jim Sorvillo,Republican,AR,Karilyn Brown,Republican,ar,0.045756157731530245
Jim Sorvillo,Republican,AR,Lori Saine,Republican,CO,0.08791471861894615
Glenn Cordelli,Republican,nh,Gates Lucas,Republican,NH,0.11173411360837955
Glenn Cordelli,Republican,nh,Jason Osborne,Republican,nh,0.14922500857215823
Linda Dean Campbell,Democratic,ma,Danillo Sena,Democratic,ma,0.00034633416385044554
Linda Dean Campbell,Democratic,ma,Jake Wheatley,Democratic,pa,0.014234381247989767
Linda Dean Campbell,Democratic,ma,David LeBoeuf,Democratic,ma,0.014234381248403144
Linda Dean Campbell,Democratic,ma,Edward F. Coppinger,Democratic,ma,0.014234381248403144
Dick Harpootlian,Democratic,sc,Leon Stavrinakis,Democratic,sc,0.08016209837107438
Dick Harpootlian,Democratic,sc,Greg Stemen,Republican,nd,0.08400518985232273
Dick Harpootlian,Democratic,sc,Kyle Davison,Republican,nd,0.13341260902665858
Dick Harpootlian,Democratic,sc,Thomas Beadle,Republican,ND,0.13463089069037532
Craig Goldman,Republican,tx,Eric Nelson,Republican,wv,0.057054275808464616
Craig Goldman,Republican,tx,J. M. Lozano,Republican,tx,0.12762826265955438
Philip Cortez,Democratic,tx,Nicole Collier,Democratic,tx,0.09090078412355114
Philip Cortez,Democratic,tx,Mary Ann Perez,Democratic,tx,0.10456640321970334
Philip Cortez,Democratic,tx,Garnet Coleman,Democratic,tx,0.1482993431496535
Evelyn Terry,Democratic,nc,Jeff Brandes,Republican,fl,0.14183122607788898
Evelyn Terry,Democratic,nc,Derrick Jackson,Democratic,ga,0.14990512201775172
Sam Givhan,Republican,al,Anthony Rodriguez,Republican,fl,0.0
Sam Givhan,Republican,al,Geraldine Valentino-Smith,Democratic,md,0.0
Sam Givhan,Republican,al,James Morefield,Republican,va,0.0
Sam Givhan,Republican,al,Angie Hatton,Democratic,ky,0.0
Sam Givhan,Republican,al,Neil Breslin,Democratic,ny,0.0
Paul Ray,Republican,ut,John Faircloth,Republican,nc,0.12088163136784609
Scott Strom,Republican,ME,Scott Louser,Republican,nd,0.06164022428249616
Scott Strom,Republican,ME,Chuck Gray,Republican,wy,0.06716767328521836
Scott Strom,Republican,ME,Jon Lundberg,Republican,tn,0.08859019098478668
Scott Strom,Republican,ME,Dennis Linthicum,Republican,or,0.09092624008058549
Charlene Fernandez,Democratic,az,Athena Salman,Democratic,az,0.062033008875604735
Charlene Fernandez,Democratic,az,Denise Epstein,Democratic,az,0.06239497695188202
Charlene Fernandez,Democratic,az,Mimi Stewart,Democratic,nm,0.06493599232142024
Charlene Fernandez,Democratic,az,Andres Cano,Democratic,az,0.06506877340166793
Kevin Blackwell,Republican,ms,Robert Cherry,Republican,in,0.10924682597091964
Kevin Blackwell,Republican,ms,Marcus McEntire,Republican,ok,0.10952002691176853
Kevin Blackwell,Republican,ms,Phillip Pratt,Republican,ky,0.10981019177497058
Kevin Blackwell,Republican,ms,Gerald Allen,Republican,al,0.1154586796578077
Liz Krueger,Democratic,ny,Adrin Nazarian,Democratic,ca,0.011598940722039375
Liz Krueger,Democratic,ny,Jamaal Bailey,Democratic,ny,0.02250970636178833
Liz Krueger,Democratic,ny,Gustavo Rivera,Democratic,ny,0.0307978073311644
Liz Krueger,Democratic,ny,Richard Bloom,Democratic,ca,0.03416217756874125
Nicholas Sacco,Democratic,nj,Angelo Morinello,Republican,ny,0.05120611994685657
Nicholas Sacco,Democratic,nj,Kevin J. Rooney,Republican,nj,0.051417150083598935
Nicholas Sacco,Democratic,nj,Romaine Quinn,Republican,WI,0.144852121607498
Ryan Tipping,Democratic,ME,Bill Wielechowski,Democratic,ak,0.14836834272843585
Phil King,Republican,tx,David Spiller,Republican,tx,0.018743470187022375
Phil King,Republican,tx,James Frank,Republican,tx,0.05514413700078899
Phil King,Republican,tx,Dawn Buckingham,Republican,tx,0.08653600373875348
Phil King,Republican,tx,Tom Craddick,Republican,tx,0.11650562961888881
Jon Erpenbach,Democratic,wi,Rod Hamilton,Republican,mn,0.14054695961995303
Kevin Kelly,Republican,ct,Harold Naughton Jr.,Democratic,MA,0.05443091023976086
Kevin Kelly,Republican,ct,William Moen Jr.,Democratic,nj,0.0599144739252034
Kevin Kelly,Republican,ct,Barry Finegold,Democratic,ma,0.07271499799298696
Kevin Kelly,Republican,ct,Paul Tucker,Democratic,ma,0.07560006755899662
Sara Howard,Democratic,NE,Anthony Rodriguez,Republican,fl,0.0
Sara Howard,Democratic,NE,Geraldine Valentino-Smith,Democratic,md,0.0
Sara Howard,Democratic,NE,James Morefield,Republican,va,0.0
Sara Howard,Democratic,NE,Angie Hatton,Democratic,ky,0.0
Sara Howard,Democratic,NE,Neil Breslin,Democratic,ny,0.0
Scott Dibble,Democratic,mn,Anthony Rodriguez,Republican,fl,0.0
Scott Dibble,Democratic,mn,Geraldine Valentino-Smith,Democratic,md,0.0
Scott Dibble,Democratic,mn,James Morefield,Republican,va,0.0
Scott Dibble,Democratic,mn,Angie Hatton,Democratic,ky,0.0
Scott Dibble,Democratic,mn,Neil Breslin,Democratic,ny,0.0
Rachel May,Democratic,ny,Kevin Parker,Democratic,ny,0.0701187810904466
Rachel May,Democratic,ny,Jeff Irwin,Democratic,mi,0.07681281681195373
Rachel May,Democratic,ny,Robert Carroll,Democratic,ny,0.08096749649071329
Rachel May,Democratic,ny,Cristina Garcia,Democratic,ca,0.08105333871367867
Tim Geitner,Republican,co,Elaine J. Morgan,Democratic,ri,0.11091825344777144
Chris Kidd,Republican,ok,Anthony Rodriguez,Republican,fl,0.0
Chris Kidd,Republican,ok,Geraldine Valentino-Smith,Democratic,md,0.0
Chris Kidd,Republican,ok,James Morefield,Republican,va,0.0
Chris Kidd,Republican,ok,Angie Hatton,Democratic,ky,0.0
Chris Kidd,Republican,ok,Neil Breslin,Democratic,ny,0.0
Andrea Dalessandro,Democratic,az,Lorenzo Sierra,Democratic,az,0.06707365788848585
Andrea Dalessandro,Democratic,az,Alissa Keny-Guyer,Democratic,OR,0.11812053658277614
Andrea Dalessandro,Democratic,az,Javier Martinez,Democratic,nm,0.1243411149247845
Herb Conaway,Democratic,nj,Tim Carpenter,Democratic,wi,0.09232267111458864
Herb Conaway,Democratic,nj,Nia Gill,Democratic,nj,0.13164469497246944
Herb Conaway,Democratic,nj,Dave Argall,Republican,pa,0.13717991863943496
Herb Conaway,Democratic,nj,Joseph Lagana,Democratic,nj,0.1433477898467839
Tyler Harper,Republican,ga,Jayer Williamson,Republican,fl,0.04627428831169561
Tyler Harper,Republican,ga,Mike La Rosa,Republican,FL,0.05602530699836597
Tyler Harper,Republican,ga,Wengay Newton,Democratic,FL,0.06426903935931975
Tyler Harper,Republican,ga,Brian Strickland,Republican,ga,0.07163369553384301
Matt Klein,Democratic,mn,Anthony Rodriguez,Republican,fl,0.0
Matt Klein,Democratic,mn,Geraldine Valentino-Smith,Democratic,md,0.0
Matt Klein,Democratic,mn,James Morefield,Republican,va,0.0
Matt Klein,Democratic,mn,Angie Hatton,Democratic,ky,0.0
Matt Klein,Democratic,mn,Neil Breslin,Democratic,ny,0.0
Yadira Caraveo,Democratic,co,Laurie Pryor,Democratic,mn,0.07161635927178589
Yadira Caraveo,Democratic,co,Sam Rasoul,Democratic,va,0.1062484026112202
Yadira Caraveo,Democratic,co,J. D. Ford,Democratic,in,0.11190953257393474
Yadira Caraveo,Democratic,co,Chris Lee,Democratic,hi,0.1242330519634295
Bill Werkheiser,Republican,ga,Michelle Salzman,Republican,fl,0.07289160576242901
